id,Country/Region,region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20
174,Russia,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,12.0,16.0,16.0,22.0,29.0,38.0,45.0,49.0,64.0,66.0,121.0,190.0,235.0,281.0,333.0,355.0,406.0,494.0,580.0,698.0,795.0,1045.0,1291.0,1470.0,1694.0,1986.0,2304.0,2590.0,3057.0,3291.0,3446.0,3873.0,4420.0,4891.0,5568.0,6250.0,6767.0,7346.0,8456.0,10286.0,11619.0,13220.0,15013.0,16639.0,18095.0,19865.0,21327.0
175,Switzerland,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.0,15.0,15.0,15.0,131.0,131.0,131.0,131.0,131.0,1530.0,1530.0,1595.0,1823.0,1823.0,2967.0,4013.0,4846.0,6415.0,6415.0,8056.0,8704.0,9800.0,10600.0,11100.0,12100.0,12700.0,13700.0,13700.0,15400.0,15900.0,16400.0,17100.0,17800.0,18600.0,19400.0,19900.0,20600.0,21000.0,21300.0,21800.0,22200.0,22600.0,22600.0,23400.0,23900.0,24200.0,24500.0,25200.0,25400.0,25700.0
176,Canada,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,110.0,183.0,184.0,256.0,466.0,466.0,466.0,1592.0,1324.0,1735.0,2175.0,2577.0,3012.0,3256.0,3791.0,4154.0,5162.0,5855.0,6589.0,7123.0,7758.0,8210.0,8966.0,9698.0,10545.0,10964.0,11847.0,12543.0,13188.0,14454.0,14761.0,15149.0,16013.0,16883.0,18268.0,19231.0,20327.0,21424.0,22764.0,23814.0,24921.0,26030.0,27006.0,28184.0
177,Brazil,SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,120.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,173.0,173.0,173.0,173.0,173.0,3046.0,14026.0,14026.0,14026.0,14026.0,22130.0,22130.0,22991.0,25318.0,26573.0,27655.0,29160.0,30152.0,31142.0,32544.0,34132.0,35935.0,38039.0,40937.0,42991.0,45815.0,48221.0,51370.0
178,France,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2206.0,2206.0,3250.0,3907.0,4955.0,5707.0,5724.0,7226.0,7964.0,9513.0,11053.0,12548.0,14135.0,15572.0,16349.0,17428.0,19523.0,21452.0,23413.0,25195.0,26663.0,27469.0,28001.0,28805.0,30955.0,32812.0,34420.0,35983.0,36578.0,37409.0,39181.0,40657.0,42088.0,43493.0,44594.0,44903.0,45513.0,46886.0,48228.0,49476.0,50212.0,50663.0,50885.0,51476.0,52842.0,54079.0
179,Turkey,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,42.0,70.0,105.0,162.0,243.0,333.0,415.0,484.0,786.0,1042.0,1326.0,1582.0,1846.0,2142.0,2423.0,2965.0,3446.0,3957.0,4799.0,5674.0,7089.0,8631.0,10453.0,11976.0,13430.0,14918.0,16477.0,18491.0,21737.0,25582.0,29140.0,33791.0,38809.0,44040.0,48886.0,53808.0,58259.0,63151.0,68166.0,73285.0,78202.0
180,China,AS,28.0,30.0,36.0,39.0,49.0,58.0,101.0,120.0,135.0,214.0,275.0,463.0,614.0,843.0,1115.0,1477.0,1999.0,2596.0,3219.0,3918.0,4636.0,5082.0,6217.0,7977.0,9298.0,10755.0,12462.0,14206.0,15962.0,18014.0,18704.0,22699.0,23187.0,25015.0,27676.0,30084.0,32930.0,36329.0,39320.0,42162.0,44854.0,47450.0,50001.0,52292.0,53944.0,55539.0,57388.0,58804.0,60181.0,61644.0,62901.0,64196.0,65660.0,67017.0,67910.0,68798.0,69755.0,70535.0,71266.0,71857.0,72362.0,72814.0,73280.0,73773.0,74181.0,74720.0,75100.0,75582.0,75923.0,76206.0,76405.0,76565.0,76760.0,76946.0,77207.0,77310.0,77410.0,77567.0,77679.0,77791.0,77877.0,77956.0,78039.0,78200.0,78311.0,78401.0,77552.0,77614.0,77690.0,77745.0,77799.0,77861.0,77983.0,78109.0,78175.0,78277.0,78374.0,78422.0,78474.0,78523.0,78573.0,78586.0,78684.0,78792.0,78870.0,78929.0
181,Iran,AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,73.0,123.0,175.0,291.0,291.0,552.0,739.0,913.0,1669.0,2134.0,2394.0,2731.0,2959.0,2959.0,2959.0,2959.0,4590.0,4590.0,5389.0,5389.0,5710.0,6745.0,7635.0,7931.0,7931.0,8913.0,9625.0,10457.0,11133.0,11679.0,12391.0,13911.0,14656.0,15473.0,16711.0,17935.0,19736.0,19736.0,24236.0,27039.0,29812.0,32309.0,35465.0,41947.0,43894.0,45983.0,48129.0,49933.0,52229.0,54064.0,55987.0,57023.0,59273.0,60965.0,63113.0,64843.0,66599.0,68193.0,69657.0,70933.0,72439.0,73791.0,75103.0,76318.0,77350.0,78422.0,79379.0,80475.0,81587.0
182,Italy,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,45.0,46.0,46.0,83.0,149.0,160.0,276.0,414.0,523.0,589.0,622.0,724.0,724.0,1045.0,1045.0,1439.0,1966.0,2335.0,2749.0,2941.0,4025.0,4440.0,4440.0,6072.0,7024.0,7024.0,8326.0,9362.0,10361.0,10950.0,12384.0,13030.0,14620.0,15729.0,16847.0,18278.0,19758.0,20996.0,21815.0,22837.0,24392.0,26491.0,28470.0,30455.0,32534.0,34211.0,35435.0,37130.0,38092.0,40164.0,42727.0,44927.0,47055.0,48877.0,51600.0,54543.0,57576.0,60498.0,63120.0,64928.0,66624.0,68941.0,71252.0,75945.0,78249.0,79914.0,81654.0,82879.0,85231.0,93245.0
183,Spain,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,30.0,30.0,32.0,32.0,183.0,183.0,193.0,517.0,517.0,530.0,1028.0,1081.0,1107.0,1588.0,2125.0,2575.0,2575.0,3794.0,5367.0,7015.0,9357.0,12285.0,14709.0,16780.0,19259.0,22647.0,26743.0,30513.0,34219.0,38080.0,40437.0,43208.0,48021.0,52165.0,55668.0,59109.0,62391.0,64727.0,67504.0,70853.0,74797.0,74797.0,74797.0,77357.0,80587.0,82514.0,85915.0,89250.0,92355.0,95708.0,98372.0,100875.0,102548.0,108947.0,112050.0,112050.0,117248.0,118902.0,121343.0,123486.0,126002.0
184,Germany,EU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,12.0,14.0,14.0,14.0,14.0,14.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,18.0,18.0,25.0,25.0,46.0,46.0,46.0,67.0,67.0,105.0,113.0,180.0,233.0,266.0,266.0,3243.0,3547.0,5673.0,6658.0,8481.0,9211.0,13500.0,16100.0,18700.0,22440.0,24575.0,26400.0,28700.0,28700.0,36081.0,46300.0,52407.0,53913.0,57400.0,60300.0,64300.0,68200.0,72600.0,77000.0,83114.0,85400.0,88000.0,91500.0,95200.0,99400.0,103300.0,109800.0,109800.0,112000.0,114500.0,117400.0,120400.0,123500.0,126900.0,129000.0,130600.0,132700.0,135100.0,139900.0
185,US,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,12.0,12.0,12.0,12.0,17.0,17.0,105.0,121.0,147.0,176.0,178.0,178.0,348.0,361.0,681.0,869.0,1072.0,2665.0,5644.0,7024.0,8474.0,9001.0,9707.0,14652.0,17448.0,19581.0,21763.0,23559.0,25410.0,28790.0,31270.0,32988.0,43482.0,47763.0,52096.0,54703.0,58545.0,64840.0,70337.0,72329.0,75204.0,77366.0,80203.0,99079.0,100372.0,106988.0,111424.0,115936.0,120720.0,153947.0,164015.0,175382.0,180152.0,187180.0,189791.0,189910.0
