Country/Region,population,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20
Congo (Brazzaville),5125821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.6,0.6,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,3.7,3.7,3.7,3.7,4.3,4.3,4.3,8.8,8.8,8.8,8.8,11.7,11.7,11.7,11.7,11.7,11.7,22.8,22.8,27.9,27.9,27.9,31.2,32.2,36.3,36.3,39.0,39.0,39.0,39.0,40.4,40.4,42.9,44.7,44.7,44.7,46.0,46.0,51.5,51.5,53.5,53.5,53.5,65.0,65.0,65.0,76.3,76.3,76.3,76.3,80.4,81.9,81.9,91.5,91.5,95.0,95.0,95.0,95.0,111.4,111.4,111.4,111.4,119.2,119.2,119.2,119.2,119.2,123.9,133.2,133.2,133.2,142.0,142.0,142.0,142.0,142.0,142.0,172.3,172.3,172.3,172.3,172.3,172.3,172.3,212.1,212.1,212.1,212.1,212.1,212.1,212.1,212.1,212.1,269.6,269.6,303.8,303.8,303.8,303.8,303.8,355.3,355.3,395.6,395.6,395.6
Lebanon,6006668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.7,1.7,2.2,2.2,2.2,2.7,3.7,3.7,5.3,5.3,6.8,10.2,10.2,12.8,15.5,18.3,18.3,20.0,22.1,26.1,27.1,31.1,41.3,44.5,52.9,55.4,61.3,65.1,68.6,72.9,74.3,78.2,79.7,82.2,84.6,86.6,87.7,90.1,91.2,95.9,96.9,101.4,103.1,104.9,105.2,106.7,109.5,110.4,111.2,111.9,112.0,112.7,112.7,113.5,114.5,115.9,117.2,117.7,118.2,119.4,120.0,120.7,121.4,122.0,122.7,123.2,123.4,124.9,130.5,132.5,134.7,140.7,143.0,144.8,146.2,147.5,148.3,150.2,151.7,155.0,158.8,160.0,170.5,180.8,182.6,185.5,186.3,189.8,193.3,194.5,195.1,198.3,203.1,205.3,206.8,209.1,217.4,218.4,219.8,221.6,224.8,227.7,231.1,233.4,236.7,240.1,240.7,243.7,245.2,247.9,248.9,251.4,255.7,264.2,266.9,270.0,273.7,276.7,282.5,286.2,289.7,290.5,296.0,297.7,299.0,304.7,308.8,311.8,313.8,317.5,324.0,334.8,346.6,360.9,388.6
Malawi,18091575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.5,0.7,0.7,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.3,1.8,1.8,1.8,1.9,2.0,2.0,2.0,2.0,2.0,2.1,2.2,2.3,2.3,2.4,2.4,2.4,3.1,3.1,3.2,3.2,3.5,3.5,3.5,3.6,3.9,3.9,3.9,3.9,4.0,4.5,4.5,4.6,5.6,5.6,5.6,11.2,15.1,15.4,15.7,18.6,19.8,20.4,21.7,22.6,22.6,24.2,24.5,25.1,25.1,26.6,26.6,29.2,30.2,30.7,31.2,31.6,32.7,34.3,34.3,40.4,41.4,44.4,52.0,53.1,55.6,57.4,63.3,63.7,67.7,69.9,74.2,82.8,89.2,89.2,96.3,100.5,103.0,107.3,114.4,125.0,130.7
Mali,17994837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.6,1.0,1.0,1.4,1.6,1.7,2.0,2.2,2.3,2.5,2.6,3.1,3.3,4.1,4.8,4.8,5.8,6.8,8.0,8.2,9.5,9.5,12.0,12.4,13.7,14.3,16.3,17.2,18.1,20.6,21.6,22.7,23.6,26.8,27.2,28.2,30.2,31.3,32.2,34.0,35.1,36.1,37.1,38.5,39.1,39.6,40.6,42.1,43.3,44.8,46.4,47.8,48.6,50.1,51.7,52.6,53.8,56.4,57.2,58.9,59.9,62.0,66.4,68.1,69.5,70.3,73.1,75.1,77.0,81.2,82.5,84.6,85.2,86.0,88.1,92.6,95.7,97.4,98.7,100.5,103.4,104.8,105.0,105.9,106.9,107.4,107.4,109.0,109.9,111.4,113.3,114.5,117.7,119.3,120.8,121.2,122.4,125.6,127.0,128.0,129.5,129.5,130.5,131.0,131.7,133.6,133.7,134.0
Cuba,11475982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.4,0.6,1.0,1.4,1.8,3.0,3.5,4.2,5.0,5.8,7.0,10.4,12.1,14.8,16.2,18.5,20.3,23.4,25.1,27.9,30.5,34.5,39.8,44.9,49.1,54.0,58.3,63.3,66.7,70.9,75.1,80.4,85.9,90.2,94.7,99.1,103.6,107.6,112.0,116.5,119.3,121.0,125.2,127.8,130.8,133.9,140.4,143.7,145.3,146.8,148.4,150.7,151.7,152.8,153.9,155.4,157.2,157.7,159.5,160.3,162.3,163.1,163.9,164.4,165.6,166.3,167.0,168.3,169.1,169.7,171.1,172.0,172.8,174.7,176.5,178.2,181.5,182.3,183.6,184.6,185.9,189.4,190.9,191.7,192.1,192.7,193.4,194.6,195.0,195.9,197.1,198.1,198.7,200.0,200.9,201.2,201.5,201.7,202.0,202.1,202.2,202.6,203.0,203.2,203.9,204.0,204.6,205.0,205.7,206.4,206.7,207.4,208.7,209.0,209.4,210.3,210.9,211.4
Sri Lanka,21203000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,0.8,1.3,2.1,2.4,2.8,3.4,3.6,3.9,4.6,4.8,4.8,5.0,5.0,5.3,5.5,5.8,6.7,6.9,7.1,7.5,7.8,8.3,8.4,8.7,8.9,9.0,9.0,9.3,9.9,10.2,11.0,11.2,11.2,11.5,12.0,12.8,14.3,14.6,15.6,17.4,19.8,21.7,24.7,27.7,29.2,30.6,31.3,32.5,33.3,33.9,35.4,36.4,37.6,38.9,39.4,39.9,40.7,41.0,41.9,43.2,43.6,44.1,45.3,46.3,46.8,48.4,48.5,49.8,50.4,51.4,53.8,55.7,62.2,69.3,72.2,73.5,76.4,77.0,77.5,79.4,82.5,84.8,84.9,85.6,86.5,87.6,87.7,88.1,88.5,88.7,88.9,89.1,89.8,90.3,90.7,91.8,92.0,92.0,92.0,92.0,93.9,94.4,94.8,95.0,95.9,96.1,96.2,96.5,96.9,97.4,97.6,97.8,97.9,98.0,98.1,98.8,101.6,115.7,118.4,123.4
Maldives,417492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,9.6,14.4,19.2,19.2,21.6,24.0,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,31.1,38.3,38.3,40.7,40.7,43.1,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,47.9,47.9,47.9,52.7,59.9,67.1,83.8,124.6,165.3,198.8,206.0,258.7,309.0,424.0,512.6,541.3,598.8,665.9,1121.0,1176.1,1243.1,1262.3,1295.8,1372.5,1477.9,1552.1,1782.1,1892.3,2000.0,2148.5,2165.3,2287.5,2352.1,2469.5,2582.1,2620.4,2649.2,2737.8,2840.8,2912.6,3051.6,3145.0,3283.9,3341.4,3444.4,3489.9,3624.0,3810.9,4004.9,4246.8,4380.9,4409.7,4431.2,4483.9,4510.3,4553.4,4558.2,4589.3,4651.6,4699.5,4733.0,4797.7,4821.6,4874.3,4946.2,5015.7,5077.9,5118.7,5149.8,5238.4,5276.7,5310.3,5360.6,5415.7,5454.0,5468.4,5521.1,5566.6,5597.7,5655.2,5705.5,5748.6,5772.6,5832.4,5911.5,5966.6,5990.5,6028.9,6115.1,6268.4,6381.0,6541.4
Nicaragua,6149928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,1.1,1.1,1.3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.8,1.8,2.0,2.1,2.1,2.1,2.1,2.3,2.3,2.3,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.6,2.6,4.1,4.1,4.1,4.1,4.1,4.1,4.1,41.3,41.3,45.4,45.4,45.4,45.4,45.4,123.4,123.4,123.4,123.4,123.4,123.4,123.4,181.8,181.8,181.8,181.8,181.8,181.8,181.8,238.1,238.1,238.1,238.1,238.1,238.1,238.1,296.4,296.4,296.4,296.4,296.4,296.4,296.4,352.8,352.8,352.8,352.8,352.8,352.8,352.8,409.6,409.6,409.6,409.6,409.6,409.6,409.6,462.8,462.8,462.8,462.8,462.8,462.8
Paraguay,6725308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.7,0.7,0.9,0.9,0.9,1.2,1.3,1.6,1.6,1.9,2.7,3.3,3.3,4.0,5.5,6.1,7.7,8.3,8.8,9.5,9.7,10.3,11.4,13.7,14.3,15.5,16.8,17.1,17.7,18.4,19.2,19.8,19.9,21.9,23.6,23.9,25.9,29.6,30.0,30.6,30.9,30.9,31.7,31.7,33.2,33.9,33.9,33.9,35.5,35.5,39.6,49.5,55.0,58.9,61.7,64.1,65.4,68.7,83.7,102.4,106.0,107.7,109.6,110.0,112.1,112.9,115.7,116.9,117.2,123.3,123.9,124.3,124.6,126.4,128.2,128.6,130.4,131.4,133.8,136.4,143.3,146.6,147.9,150.6,159.1,161.5,161.6,162.1,168.8,170.3,176.5,178.7,182.9,186.5,187.5,191.7,192.7,193.7,194.5,197.8,198.7,202.5,205.0,207.0,211.4,227.2,233.3,254.4,288.8,316.3,325.8,330.2,336.0,342.4,349.3,354.6,360.9,365.2,372.0,379.8,392.2,406.8,419.3,438.3
Somalia,14317996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.6,0.8,0.8,1.5,1.5,1.7,4.2,4.2,5.6,5.6,8.1,9.4,11.5,16.6,20.0,20.0,22.9,22.9,27.2,30.5,33.5,36.9,40.6,42.0,42.0,46.9,50.4,52.8,58.3,61.0,64.8,64.8,69.6,73.6,76.1,81.7,85.1,89.7,89.7,94.8,99.2,101.6,104.9,109.9,111.3,111.3,111.3,111.3,118.0,119.5,120.9,127.7,127.7,133.8,138.0,141.3,145.9,149.9,153.9,153.9,159.9,163.0,165.4,168.7,171.3,175.5,175.5,180.1,182.8,184.5,185.6,188.3,189.9,189.9,192.4,194.1,196.4,196.4,198.0,201.0,201.0,201.0,202.1,202.8,204.2,204.2,205.6,205.6,206.8,209.3,209.9,210.6,211.5,212.2,212.2,213.1,213.6
Equatorial Guinea,1221490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,3.3,4.9,4.9,4.9,4.9,7.4,7.4,7.4,9.8,9.8,9.8,9.8,9.8,9.8,12.3,12.3,13.1,13.1,13.1,13.1,13.1,14.7,14.7,14.7,14.7,17.2,17.2,33.6,41.8,41.8,64.7,64.7,64.7,64.7,67.9,68.8,68.8,175.2,211.2,211.2,211.2,257.9,257.9,257.9,257.9,257.9,257.9,257.9,257.9,359.4,359.4,359.4,359.4,359.4,359.4,359.4,427.3,477.3,486.3,486.3,486.3,588.6,675.4,728.6,739.3,785.9,785.9,785.9,853.9,853.9,853.9,853.9,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1069.2,1362.3,1362.3,1362.3,1362.3,1362.3,1362.3,1362.3,1362.3,1362.3,1638.2,1638.2,1638.2,1638.2,1638.2,1638.2,1638.2,2514.1,2514.1,2514.1,2514.1,2514.1,2514.1,2514.1,2514.1,2514.1,2514.1,2514.1
Thailand,68863514.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.8,0.9,1.0,1.1,1.2,1.7,2.1,2.6,3.1,3.9,4.7,6.0,8.7,10.5,12.0,13.6,15.2,16.5,18.1,20.2,22.1,24.0,25.7,27.2,28.7,30.0,31.5,32.2,32.8,34.4,35.2,35.9,36.6,37.0,37.5,37.9,38.4,38.8,39.2,39.7,40.2,40.5,40.8,41.0,41.2,42.2,42.2,42.4,42.6,42.7,42.8,42.9,43.0,43.1,43.1,43.4,43.4,43.4,43.4,43.6,43.6,43.7,43.8,43.8,43.8,43.8,43.9,43.9,44.0,44.0,44.0,44.1,44.1,44.1,44.1,44.1,44.2,44.2,44.3,44.5,44.7,44.7,44.7,44.8,44.8,44.8,45.0,45.0,45.1,45.2,45.3,45.3,45.4,45.4,45.4,45.5,45.5,45.5,45.5,45.5,45.6,45.7,45.7,45.7,45.8,45.8,45.9,45.9,45.9,45.9,45.9,46.0,46.0,46.1,46.2,46.2,46.3,46.3,46.4,46.4,46.4,46.5,46.5,46.7,46.7
Albania,2876101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,3.5,4.2,8.0,11.5,13.2,14.6,17.7,19.1,20.5,22.3,24.3,26.4,30.9,36.2,42.8,50.8,60.5,64.7,68.5,73.7,77.5,84.5,90.1,96.3,105.7,115.8,125.5,131.1,133.2,139.1,142.2,144.6,150.6,155.1,162.4,165.2,171.8,180.1,187.4,190.5,195.4,203.1,211.7,220.4,230.5,235.7,247.6,252.4,255.9,260.8,266.3,268.8,271.9,274.3,276.4,279.2,285.1,289.3,292.8,295.5,297.6,301.8,303.2,304.6,306.0,312.2,318.5,324.4,328.9,329.6,330.0,335.2,336.9,341.1,343.9,347.0,349.1,357.8,365.1,374.1,382.1,390.1,395.3,397.4,404.7,411.7,416.2,421.4,428.4,433.2,439.1,451.7,466.3,481.6,492.3,509.0,528.8,552.8,581.3,598.7,621.7,639.1,657.5,682.2,693.6,711.7,735.0,762.1,788.9,810.1,835.2,857.4,881.4,897.0,925.6,956.9,980.1,1005.9,1030.6,1056.3,1079.9,1108.4,1139.7,1172.1,1200.9
Croatia,4170600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.7,1.2,1.4,1.7,1.7,2.2,2.4,2.4,2.6,2.9,2.9,2.9,3.4,4.6,4.6,7.7,9.1,11.7,13.7,15.6,19.4,25.2,30.7,49.4,60.9,75.5,91.6,106.0,118.7,140.5,157.5,171.0,189.4,207.9,230.9,242.4,258.7,270.0,283.4,293.0,307.4,322.0,337.4,358.5,367.8,383.6,395.6,408.6,417.4,429.4,434.9,439.3,448.6,451.0,457.5,467.6,475.0,481.7,483.4,486.7,488.9,490.8,494.4,497.8,499.9,500.6,502.6,503.8,506.4,508.1,509.5,518.2,521.7,524.4,526.5,529.2,530.6,532.5,532.8,533.3,533.7,534.2,535.2,535.7,536.4,537.8,537.8,538.1,538.1,538.1,538.1,538.3,538.3,538.5,538.5,538.5,538.5,538.5,538.8,538.8,538.8,538.8,538.8,538.8,539.3,539.3,539.3,539.7,540.0,540.4,540.7,541.4,544.0,546.7,551.2,555.6,560.1,567.3,572.6,595.4,608.8,629.2,645.2,653.4,665.9,678.8,698.2,721.2,741.9,755.5,772.1,784.5,797.2,819.1,846.9,880.4,892.4
Greece,10746740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.4,0.4,0.7,0.7,0.7,0.8,2.9,4.2,4.3,6.8,6.8,8.3,9.2,9.2,17.7,21.2,30.8,30.8,36.0,38.9,38.9,46.1,49.3,58.1,64.7,69.1,76.4,83.0,89.9,98.7,107.6,112.8,122.3,131.7,143.7,150.1,155.7,161.4,163.3,170.5,175.3,181.9,187.1,193.6,196.7,199.6,201.9,204.0,205.4,206.9,208.0,208.0,208.9,223.4,224.1,229.2,231.7,233.2,234.2,235.8,238.8,239.7,241.1,243.1,243.8,244.4,244.9,245.8,247.8,249.2,250.4,252.2,252.7,253.7,255.3,256.8,257.8,261.5,262.3,263.7,263.9,264.3,265.2,265.5,267.4,267.6,267.8,268.2,269.1,270.1,270.4,270.7,271.2,271.4,271.5,273.3,273.3,274.7,276.1,277.3,278.9,283.7,284.6,285.5,287.3,289.2,289.6,290.4,291.6,292.9,298.0,300.3,301.2,303.0,303.9,305.9,307.3,308.0,309.0,311.1,313.2,314.1,315.4,317.2,319.4,321.8,324.4,326.7,327.4,331.4,334.0,337.0,341.7,347.3,351.0,353.9
Hungary,9817958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.7,0.9,0.9,1.3,1.3,1.9,3.1,3.3,4.0,5.1,5.9,7.4,8.7,10.5,13.3,17.0,19.0,23.0,26.6,30.6,34.9,41.6,45.5,50.1,53.5,59.6,63.5,69.1,74.7,75.8,83.2,91.2,99.8,121.2,133.4,143.6,148.5,154.0,160.8,168.3,179.6,186.8,195.2,202.1,213.7,220.8,232.6,248.8,248.8,254.6,263.1,269.8,277.8,282.6,291.6,299.7,305.4,309.1,312.2,316.9,320.8,323.7,327.3,332.4,334.5,337.4,340.3,344.3,348.0,353.7,357.4,360.1,362.2,366.5,370.9,374.6,378.2,381.0,382.6,384.1,386.3,388.7,391.2,393.9,394.8,396.4,399.4,400.4,402.7,404.4,406.4,408.2,408.8,409.1,410.2,411.4,412.8,413.9,414.4,415.2,415.3,415.4,415.5,415.7,416.2,417.0,417.8,418.3,419.0,419.9,420.4,421.5,421.9,422.2,423.2,423.4,424.3,424.9,425.1,426.1,426.7,428.3,428.8,429.8,430.1,430.7,431.3
Central African Republic,4594621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.7,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.6,3.0,3.0,3.5,3.5,3.5,4.1,4.1,10.9,10.9,10.9,15.7,15.7,15.7,18.5,18.5,20.5,20.5,31.1,31.1,31.1,31.1,31.1,31.1,31.1,65.5,71.2,71.2,71.2,79.7,91.0,94.9,104.3,120.1,131.5,141.9,146.0,152.8,164.3,190.2,209.4,220.0,232.7,232.7,255.3,280.3,315.8,341.7,355.6,402.6,402.6,410.9,424.8,444.9,447.7,447.7,483.6,524.5,558.0,567.0,567.0,584.6,611.1,644.9,664.0,674.5,706.0,726.9,746.3,746.3,786.4,815.1,815.1,824.4,852.7,863.8,863.8,877.8,886.0,894.3,914.1,927.0,933.3,933.3
Madagascar,24894551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5,0.7,0.8,0.9,1.0,1.0,1.6,1.7,2.3,2.3,2.4,2.8,2.8,2.9,3.3,3.5,3.7,3.7,3.7,4.1,4.3,4.3,4.3,4.4,4.5,4.7,4.8,4.9,4.9,4.9,4.9,4.9,4.9,4.9,5.0,5.1,5.1,5.1,5.1,5.3,5.4,6.0,6.0,6.1,6.3,7.8,7.8,7.8,7.8,7.5,7.5,8.5,9.2,9.6,11.4,12.2,12.9,13.1,14.9,16.3,18.0,19.6,21.2,21.8,23.5,24.6,26.4,28.0,30.4,31.0,33.2,33.9,36.5,38.4,39.2,41.2,42.3,43.9,45.7,46.7,48.3,49.8,50.3,51.1,51.8,52.9,55.4,56.4,58.0,60.4,64.1,65.9,69.3,71.8,73.5,77.2,80.5,83.5,85.9,88.9,92.5,96.5,100.9,109.6,118.1,130.6,139.5,143.5,151.9,166.4,183.9,195.5
